wrapper  | --> Wrapper Started as Console
jvm 1    | 2018-03-02 16:16:35,547+0530 INFO  [jetty-main-1]  org.sonatype.scheduling.DefaultScheduler - Initializing Scheduler...
jvm 1    | 2018-03-02 16:16:35,547+0530 INFO  [jetty-main-1]  org.sonatype.nexus.scheduling.internal.DefaultTaskConfigManager - 0 task(s) to load.
jvm 1    | 2018-03-02 16:16:35,547+0530 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Nexus Work Directory : /home/gamut/softwares/sonatype-work/nexus
jvm 1    | 2018-03-02 16:16:35,547+0530 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Started Nexus Repository Manager OSS 2.14.7-01
jvm 1    | 2018-03-02 16:16:42,997+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Starting Nuget DB migration.
jvm 1    | 2018-03-02 16:16:43,000+0530 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Completed Nuget DB migration.
jvm 1    | 2018-03-02 16:16:43,002+0530 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.WebappBootstrap - Initialized
jvm 1    | 2018-03-02 16:16:43,762+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule - Resources:
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/analytics/events
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/analytics/settings
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/security-diagnostic
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/support-zip
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/system-information
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities/stores
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities/types
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/gaDetails
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/gavDetails
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckEula
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckInfo
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckStatus
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckSummary/{repositoryId}/{path:.*}
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/logging/log
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/logging/loggers
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/configuration
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository-changelog
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository-content
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository-migration
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/status
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/wonderland/authenticate
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/wonderland/download
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/wonderland/settings
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule - Components:
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.capabilities.internal.rest.CapabilityNotFoundExceptionMapper
jvm 1    | 2018-03-02 16:16:43,763+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.AuthorizationExceptionMapper
jvm 1    | 2018-03-02 16:16:43,764+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.ErrorStatusRuntimeExceptionMapper
jvm 1    | 2018-03-02 16:16:43,764+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.InvalidConfigurationExceptionMapper
jvm 1    | 2018-03-02 16:16:43,764+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.nexus.plugins.siesta.NoSuchRepositoryExceptionMapper
jvm 1    | 2018-03-02 16:16:43,764+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.jackson.JacksonProvider
jvm 1    | 2018-03-02 16:16:43,764+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.BadRequestExceptionMapper
jvm 1    | 2018-03-02 16:16:43,764+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ConstraintViolationExceptionMapper
jvm 1    | 2018-03-02 16:16:43,764+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.InvalidObjectExceptionMapper
jvm 1    | 2018-03-02 16:16:43,764+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ObjectNotFoundExceptionMapper
jvm 1    | 2018-03-02 16:16:43,764+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ThrowableExceptionMapper
jvm 1    | 2018-03-02 16:16:43,764+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ValidationErrorsExceptionMapper
jvm 1    | 2018-03-02 16:16:43,764+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.WebApplicationExceptionMapper
jvm 1    | 2018-03-02 16:16:43,764+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.WebApplicationMessageExceptionMapper
jvm 1    | 2018-03-02 16:16:46,140+0530 INFO  [jetty-main-1]  org.sonatype.nexus.rest.NexusApplication_UriMatching - Strict URI matching: true
jvm 1    | 2018-03-02 16:16:47,610+0530 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.ModelUtils - Loading model /home/gamut/softwares/sonatype-work/nexus/conf/ldap.xml
jvm 1    | 2018-03-02 16:16:47,657+0530 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.ModelUtils - Loading model /home/gamut/softwares/sonatype-work/nexus/conf/lvo-plugin.xml
jvm 1    | 2018-03-02 16:16:52,288+0530 INFO  [jetty-main-1]  org.sonatype.nexus.webresources.internal.WebResourceServiceImpl - Discovered 1971 resources
jvm 1    | 2018-03-02 16:16:52,289+0530 INFO  [jetty-main-1]  org.sonatype.nexus.webresources.internal.WebResourceServlet - Max-age: 30 days (2592000 seconds)
jvm 1    | 2018-03-02 16:16:52,631+0530 INFO  [jetty-main-1]  org.sonatype.nexus.bootstrap.jetty.InstrumentedSelectChannelConnector - Metrics enabled
jvm 1    | 2018-03-02 16:16:55,573+0530 INFO  [jetty-main-1]  org.eclipse.jetty.server.AbstractConnector - Started InstrumentedSelectChannelConnector@0.0.0.0:8081
jvm 1    | 2018-03-02 16:16:55,573+0530 INFO  [jetty-main-1]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Running
jvm 1    | 2018-03-02 16:16:55,575+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Started
jvm 1    | 2018-03-02 16:19:38,110+0530 INFO  [qtp437545231-46]  org.apache.shiro.nexus5727.FixedDefaultWebSessionManager - Global session timeout: 1800000 ms
jvm 1    | 2018-03-02 16:19:38,135+0530 INFO  [qtp437545231-46]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Enabling session validation scheduler...
jvm 1    | 2018-03-02 16:19:38,335+0530 INFO  [qtp437545231-46] *UNKNOWN org.sonatype.nexus.velocity.VelocityEngineProvider - Creating Nexus VelocityEngine
jvm 1    | 2018-03-02 16:19:43,179+0530 INFO  [qtp437545231-44] *UNKNOWN /nexus - nexus: [Noelios Restlet Engine] - Attaching application: org.sonatype.nexus.rest.NexusApplication@414b3e74 to URI: /nexus/service/local
jvm 1    | 2018-03-02 16:19:43,247+0530 WARN  [qtp437545231-47] *UNKNOWN org.sonatype.security.model.source.FileModelConfigurationSource - No configuration file in place, copying the default one and continuing with it.
jvm 1    | 2018-03-02 16:19:43,313+0530 INFO  [qtp437545231-47] *UNKNOWN org.sonatype.security.model.source.FileModelConfigurationSource - Loading security configuration from: /home/gamut/softwares/nexus-2.14.7-01/../sonatype-work/nexus/conf/security.xml
jvm 1    | 2018-03-02 16:20:14,346+0530 INFO  [qtp437545231-49] *UNKNOWN org.apache.shiro.cache.ehcache.EhCacheManager - Using existing EHCache named [shiro-activeSessionCache]
jvm 1    | 2018-03-02 16:20:20,453+0530 INFO  [proxy-3-thread-1] admin org.sonatype.nexus.proxy.storage.remote.httpclient.HttpClientRemoteStorage - Initializing remote transport for proxy repository "Central" [id=central]...
jvm 1    | 2018-03-02 16:20:20,637+0530 INFO  [proxy-3-thread-2] admin org.sonatype.nexus.proxy.storage.remote.httpclient.HttpClientRemoteStorage - Initializing remote transport for proxy repository "Apache Snapshots" [id=apache-snapshots]...
jvm 1    | 2018-03-02 16:20:20,953+0530 INFO  [qtp437545231-45] admin java.util.prefs - Created user preferences directory.
jvm 1    | 2018-03-02 16:21:34,973+0530 INFO  [qtp437545231-48] admin org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Initializing non-existing prefix file of newly added "realese_war" [id=nexus_jenkins]
jvm 1    | 2018-03-02 16:21:34,993+0530 INFO  [ar-4-thread-1] admin org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Updated and published prefix file of "realese_war" [id=nexus_jenkins]
jvm 1    | 2018-03-02 16:21:35,197+0530 INFO  [qtp437545231-48] admin org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "realese_war" [id=nexus_jenkins][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2018-03-02 16:21:35,212+0530 INFO  [qtp437545231-48] admin org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration made by admin...
jvm 1    | 2018-03-02 16:21:35,509+0530 INFO  [qtp437545231-48] admin org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration made by admin...
jvm 1    | 2018-03-02 16:21:35,721+0530 INFO  [pxpool-1-thread-1] admin org.sonatype.nexus.index.tasks.UpdateIndexTask - Scheduled task (UpdateIndexTask) started :: Updating repository index "realese_war" from path null and below.
jvm 1    | 2018-03-02 16:21:37,255+0530 INFO  [pxpool-1-thread-1] admin org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="nexus_jenkins" started.
jvm 1    | 2018-03-02 16:21:37,663+0530 INFO  [pxpool-1-thread-1] admin org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="nexus_jenkins" finished: scanned=0, added=0, updated=0, removed=0, scanningDuration=0:00:00.404
jvm 1    | 2018-03-02 16:21:37,696+0530 INFO  [pxpool-1-thread-1] admin org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository nexus_jenkins
jvm 1    | [INFO] Unable to read properties file, will force index regeneration
jvm 1    | 2018-03-02 16:21:37,888+0530 INFO  [pxpool-1-thread-1] admin org.sonatype.nexus.index.tasks.UpdateIndexTask - Scheduled task (UpdateIndexTask) finished :: Updating repository index "realese_war" from path null and below. (started 2018-03-02T16:21:35+05:30, runtime 0:00:02.167)
jvm 1    | 2018-03-02 16:21:38,649+0530 INFO  [pxpool-1-thread-1] admin org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration due to changes in [Scheduled Tasks] made by *TASK...
wrapper  | JVM process was still running after receiving a SIGCHLD signal.
wrapper  | TERM trapped.  Shutting down.
jvm 1    | 2018-03-02 16:33:34,884+0530 INFO  [Wrapper-Control-Event-Monitor]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - Received control event: 205
jvm 1    | 2018-03-02 16:33:33,343+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - Stopping with code: 0
jvm 1    | 2018-03-02 16:33:37,926+0530 INFO  [SIGTERM handler]  com.orientechnologies.orient.core.OSignalHandler - Received signal: SIGTERM
jvm 1    | 2018-03-02 16:33:37,980+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Stopping
jvm 1    | 2018-03-02 16:33:38,288+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Stopping: org.eclipse.jetty.server.Server@5351d036
jvm 1    | 2018-03-02 16:33:38,613+0530 INFO  [WrapperListener_stop_runner]  org.eclipse.jetty.server.Server - Graceful shutdown InstrumentedSelectChannelConnector@0.0.0.0:8081
jvm 1    | 2018-03-02 16:33:39,404+0530 INFO  [WrapperListener_stop_runner]  org.eclipse.jetty.server.Server - Graceful shutdown o.e.j.w.WebAppContext{/nexus,file:/home/gamut/softwares/nexus-2.14.7-01/nexus/},/home/gamut/softwares/nexus-2.14.7-01/nexus
jvm 1    | 2018-03-02 16:33:45,612+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.webapp.WebappBootstrap - Destroying
jvm 1    | 2018-03-02 16:33:55,302+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.NxApplication - Uptime: 17 minutes, 57 seconds and 775 milliseconds
jvm 1    | 2018-03-02 16:33:57,568+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.scheduling.DefaultScheduler - Shutting down Scheduler...
jvm 1    | 2018-03-02 16:34:04,764+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.index.DefaultIndexerManager - Shutting down Nexus IndexerManager
jvm 1    | 2018-03-02 16:34:15,785+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.timeline.DefaultNexusTimeline - Stopping Nexus Timeline...
jvm 1    | 2018-03-02 16:34:16,461+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.timeline.internal.DefaultTimeline - Stopped Timeline...
jvm 1    | 2018-03-02 16:34:27,352+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.apachehttpclient.Hc4ProviderImpl - Stopped
jvm 1    | 2018-03-02 16:34:28,132+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.events.EventSubscriberHost - Stopping
jvm 1    | 2018-03-02 16:34:30,944+0530 INFO  [WrapperListener_stop_runner]  org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Disabled session validation scheduler.
jvm 1    | 2018-03-02 16:34:31,789+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.OServer - OrientDB Server is shutting down...
jvm 1    | 2018-03-02 16:34:31,838+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.OServer - Shutting down protocols
jvm 1    | 2018-03-02 16:34:31,917+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.plugin.OServerPluginManager - Shutting down plugins:
jvm 1    | 2018-03-02 16:34:31,955+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.plugin.OServerPluginManager - - jmx
jvm 1    | 2018-03-02 16:34:32,202+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.OServer - Shutting down databases:
jvm 1    | 2018-03-02 16:35:44,460+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.core.Orient - OrientDB Engine shutdown complete
jvm 1    | 2018-03-02 16:35:44,546+0530 INFO  [WrapperListener_stop_runner]  com.orientechnologies.orient.server.OServer - OrientDB Server shutdown complete
jvm 1    | 2018-03-02 16:35:44,715+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.orient.DatabaseServerImpl - Shutdown
jvm 1    | 2018-03-02 16:35:44,751+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.NxApplication - Stopped Nexus Repository Manager OSS 2.14.7-01
jvm 1    | 2018-03-02 16:35:46,664+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.webapp.WebappBootstrap - Destroyed
jvm 1    | 2018-03-02 16:35:46,813+0530 INFO  [WrapperListener_stop_runner]  org.eclipse.jetty.server.handler.ContextHandler - stopped o.e.j.w.WebAppContext{/nexus,file:/home/gamut/softwares/nexus-2.14.7-01/nexus/},/home/gamut/softwares/nexus-2.14.7-01/nexus
jvm 1    | 2018-03-02 16:35:47,101+0530 INFO  [WrapperListener_stop_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Stopped
wrapper  | <-- Wrapper Stopped
wrapper  | --> Wrapper Started as Daemon
wrapper  | Launching a JVM...
jvm 1    | Java HotSpot(TM) 64-Bit Server VM warning: ignoring option MaxPermSize=192m; support was removed in 8.0
jvm 1    | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
jvm 1    |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
jvm 1    | 
jvm 1    | 2018-03-03 10:24:15,862+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - Starting with arguments: [./conf/jetty.xml, ./conf/jetty-requestlog.xml]
jvm 1    | 2018-03-03 10:24:15,872+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jsw.JswLauncher - JVM ID: 1, JVM PID: 5758, Wrapper PID: 5756, User: gamut
jvm 1    | 2018-03-03 10:24:16,126+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder - Properties:
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-conf='/home/gamut/softwares/nexus-2.14.7-01/../sonatype-work/nexus/conf'
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-host='0.0.0.0'
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   application-port='8081'
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   bundleBasedir='/home/gamut/softwares/nexus-2.14.7-01'
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   java.awt.headless='true'
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   networkaddress.cache.ttl='3600'
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-app='/home/gamut/softwares/nexus-2.14.7-01/nexus/WEB-INF'
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-webapp='/home/gamut/softwares/nexus-2.14.7-01/nexus'
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-webapp-context-path='/nexus'
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   nexus-work='/home/gamut/softwares/sonatype-work/nexus'
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   org.eclipse.ecf.provider.filetransfer.retrieve.readTimeout='30000'
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   runtime='/home/gamut/softwares/nexus-2.14.7-01/nexus/WEB-INF'
jvm 1    | 2018-03-03 10:24:16,154+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   security-xml-file='/home/gamut/softwares/nexus-2.14.7-01/../sonatype-work/nexus/conf/security.xml'
jvm 1    | 2018-03-03 10:24:16,155+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.ConfigurationBuilder -   storage.diskCache.bufferSize='4096'
jvm 1    | 2018-03-03 10:24:16,162+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - Java: 1.8.0_161, Java HotSpot(TM) 64-Bit Server VM, Oracle Corporation, 25.161-b12
jvm 1    | 2018-03-03 10:24:16,162+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - OS: Linux, 4.13.0-32-generic, amd64
jvm 1    | 2018-03-03 10:24:16,162+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - User: gamut, en, /home/gamut
jvm 1    | 2018-03-03 10:24:16,162+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - CWD: /home/gamut/softwares/nexus-2.14.7-01
jvm 1    | 2018-03-03 10:24:16,385+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.Launcher - TMP: /home/gamut/softwares/nexus-2.14.7-01/tmp
jvm 1    | 2018-03-03 10:24:16,388+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Starting
jvm 1    | 2018-03-03 10:24:16,438+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Applying configuration: file:/home/gamut/softwares/nexus-2.14.7-01/conf/jetty.xml
jvm 1    | 2018-03-03 10:24:17,411+0530 INFO  [WrapperListener_start_runner]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Applying configuration: file:/home/gamut/softwares/nexus-2.14.7-01/conf/jetty-requestlog.xml
jvm 1    | 2018-03-03 10:24:17,431+0530 INFO  [jetty-main-1]  org.sonatype.nexus.bootstrap.jetty.JettyServer - Starting: org.eclipse.jetty.server.Server@3dff3d95
jvm 1    | 2018-03-03 10:24:17,440+0530 INFO  [jetty-main-1]  org.eclipse.jetty.server.Server - jetty-8.1.16.v20140903
jvm 1    | 2018-03-03 10:24:18,480+0530 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.WebappBootstrap - Initializing
jvm 1    | 2018-03-03 10:24:18,481+0530 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.WebappBootstrap - Using bootstrap launcher configuration
jvm 1    | 2018-03-03 10:24:19,705+0530 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.metrics.MetricsModule - Metrics support configured
jvm 1    | 2018-03-03 10:24:21,007+0530 INFO  [jetty-main-1]  org.sonatype.sisu.goodies.eventbus.internal.DefaultEventBus - Using Reentrant Guava EventBus
jvm 1    | 2018-03-03 10:24:21,434+0530 INFO  [jetty-main-1]  org.sonatype.security.configuration.source.FileSecurityConfigurationSource - Loading Security configuration from /home/gamut/softwares/nexus-2.14.7-01/../sonatype-work/nexus/conf/security-configuration.xml
jvm 1    | 2018-03-03 10:24:21,482+0530 INFO  [jetty-main-1]  org.sonatype.sisu.ehcache.CacheManagerComponentImpl - Loading configuration from: file:/home/gamut/softwares/nexus-2.14.7-01/nexus/WEB-INF/classes/ehcache.xml
jvm 1    | 2018-03-03 10:24:21,682+0530 INFO  [jetty-main-1]  com.thoughtworks.xstream.XStream - Version: 1.4.6-SONATYPE-03, white-list support available
jvm 1    | 2018-03-03 10:24:21,816+0530 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered default repository types.
jvm 1    | 2018-03-03 10:24:21,963+0530 INFO  [jetty-main-1]  org.sonatype.nexus.events.EventSubscriberHost - Initialized
jvm 1    | 2018-03-03 10:24:21,978+0530 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - 
jvm 1    | -------------------------------------------------
jvm 1    | 
jvm 1    | Initializing Nexus Repository Manager OSS 2.14.7-01
jvm 1    | 
jvm 1    | -------------------------------------------------
jvm 1    | 2018-03-03 10:24:21,978+0530 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Activating locally installed plugins...
jvm 1    | 2018-03-03 10:24:24,927+0530 INFO  [jetty-main-1]  com.sun.jersey.server.impl.application.WebApplicationImpl - Initiating Jersey application, version 'Jersey: 1.17.1 02/28/2013 12:47 PM'
jvm 1    | 2018-03-03 10:24:27,228+0530 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.bcprov.CryptoPlugin - Unlimited strength JCE policy detected
jvm 1    | 2018-03-03 10:24:27,865+0530 INFO  [jetty-main-1]  org.sonatype.nexus.kazuki.KazukiPlugin - Kazuki version: 0.1.8
jvm 1    | 2018-03-03 10:24:30,305+0530 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryTypeRegistry - Registered Repository type RepositoryType=(org.sonatype.nexus.proxy.repository.Repository:nuget-proxy).
